;day;hour;minute;fail_fee;amount;3D_secured;enc_PSP;enc_card;enc_weekday;current_number_of_try
43710;20;12;34;1,0;202;1;3;1;6;2
47920;26;3;13;0,5;229;0;2;0;5;1
28186;2;18;59;1,0;150;0;3;2;2;1
40283;16;1;40;0,5;223;1;2;1;2;1
19681;23;8;51;2,0;303;0;1;1;6;1
31361;5;21;1;1,0;268;0;3;0;5;1
1323;2;1;46;1,0;156;0;3;2;6;4
17298;20;8;14;2,0;99;0;1;2;3;1
16053;18;14;48;1,0;409;1;3;1;0;1
17990;21;8;42;1,0;248;0;3;0;1;2
43452;20;4;47;2,0;271;0;1;2;6;1
34284;8;20;55;0,5;267;0;2;0;0;1
30925;5;11;30;1,0;44;0;3;0;5;1
10351;11;9;18;0,5;179;0;2;1;0;1
49263;27;16;26;1,0;119;0;3;1;6;1
30146;4;17;46;1,0;346;0;3;1;1;3
608;1;11;39;1,0;6;0;3;1;5;6
23105;28;4;12;2,0;126;0;1;1;1;1
13614;15;14;33;2,0;134;0;1;2;5;3
37690;12;23;39;0,5;314;0;2;1;5;1
42032;18;11;48;1,0;117;0;3;2;1;1
45934;23;9;33;0,5;353;0;2;1;2;1
17004;19;21;34;1,0;411;0;3;1;2;2
37600;12;21;14;1,0;158;0;3;1;5;7
17698;21;0;42;1,0;170;0;3;0;1;2
37670;12;23;0;0,5;231;0;2;2;5;1
18152;21;13;22;0,5;314;0;2;1;1;1
48615;26;21;45;0,5;312;0;2;1;5;1
47867;26;1;30;0,5;173;1;2;0;5;1
383;1;7;49;1,0;214;0;3;2;5;1
25164;30;15;11;0,5;329;0;2;1;6;1
21231;25;7;13;1,0;126;0;3;1;0;1
14528;16;16;34;2,0;267;0;1;0;6;1
24922;30;7;36;5,0;106;1;0;2;6;1
30231;4;19;51;1,0;38;0;3;2;1;1
46178;23;17;26;1,0;127;0;3;0;2;3
13539;15;12;12;1,0;136;0;3;1;5;2
14203;16;7;28;1,0;182;1;3;0;6;1
49899;28;11;22;1,0;112;0;3;1;4;1
475;1;9;22;0,5;125;1;2;2;5;1
42853;19;10;55;1,0;32;0;3;1;5;1
18627;22;2;28;0,5;242;0;2;1;5;1
28435;3;0;47;1,0;63;0;3;1;3;1
49189;27;14;14;0,5;341;1;2;1;6;1
1467;2;4;45;2,0;332;0;1;0;6;2
32809;7;7;9;2,0;412;0;1;1;4;2
6724;7;14;29;2,0;236;0;1;1;1;1
11753;13;6;57;1,0;170;0;3;2;3;1
14704;16;21;7;1,0;211;1;3;1;6;1
46329;23;21;59;1,0;360;0;3;0;2;4
17687;21;0;21;2,0;224;1;1;2;1;1
30743;5;7;21;0,5;400;0;2;2;5;2
8122;8;23;11;1,0;275;1;3;1;5;3
37025;12;6;24;1,0;230;0;3;2;5;2
7600;8;10;52;0,5;204;0;2;1;5;1
10422;11;11;39;1,0;454;1;3;0;0;1
37133;12;9;32;1,0;191;0;3;1;5;2
45729;23;2;36;0,5;237;0;2;2;2;1
10741;11;20;52;2,0;185;0;1;1;0;2
3303;3;19;4;1,0;80;0;3;2;4;1
6342;7;4;28;0,5;312;1;2;0;1;1
47345;25;10;20;1,0;246;0;3;2;1;2
14402;16;13;10;5,0;255;0;0;2;6;3
923;1;17;33;2,0;108;1;1;2;5;2
23744;28;23;0;0,5;191;0;2;0;1;1
3601;4;1;43;0,5;196;0;2;1;0;1
22526;27;5;59;1,0;223;0;3;0;3;4
3875;4;7;58;1,0;149;0;3;1;0;3
6868;7;17;52;1,0;216;0;3;1;1;8
39992;15;17;10;0,5;62;1;2;1;0;2
7028;7;21;7;1,0;86;0;3;2;1;3
26889;1;13;30;1,0;475;0;3;0;0;1
4346;4;19;11;0,5;46;0;2;1;0;2
27677;2;6;58;1,0;77;0;3;0;2;3
45840;23;6;4;0,5;420;1;2;0;2;5
42145;18;14;47;1,0;100;0;3;0;1;1
8541;9;10;11;0,5;247;0;2;1;6;1
6006;6;18;56;5,0;161;0;0;0;3;1
13920;15;22;51;1,0;280;0;3;1;5;1
40689;16;14;56;0,5;47;1;2;0;2;1
40035;15;18;13;5,0;100;0;0;1;0;1
13466;15;10;30;2,0;266;0;1;1;5;3
16780;19;14;18;0,5;267;0;2;0;2;1
30779;5;8;12;2,0;199;0;1;1;5;2
2625;3;4;21;0,5;291;0;2;1;4;4
11749;13;6;54;1,0;116;0;3;0;3;1
40443;16;7;19;5,0;142;0;0;2;2;2
31790;6;7;27;1,0;66;1;3;2;6;1
42147;18;14;56;1,0;177;0;3;1;1;2
33017;7;12;7;2,0;74;0;1;1;4;1
46186;23;17;41;1,0;258;1;3;1;2;4
20747;24;16;30;1,0;412;0;3;0;4;2
40976;17;0;28;0,5;305;1;2;2;3;1
22476;27;3;52;1,0;206;0;3;0;3;2
42482;19;0;32;1,0;311;0;3;2;5;7
21013;25;0;32;2,0;178;0;1;1;0;1
31594;6;2;30;2,0;247;0;1;1;6;1
14935;17;3;22;2,0;246;0;1;2;4;2
14875;17;1;41;1,0;49;0;3;2;4;2
14957;17;3;48;1,0;105;0;3;1;4;1
26822;1;12;19;1,0;129;0;3;2;0;1
32896;7;9;21;2,0;87;0;1;1;4;1
45864;23;7;0;1,0;24;0;3;0;2;3
5784;6;11;30;1,0;200;0;3;1;3;1
48073;26;7;21;1,0;126;0;3;1;5;2
43755;20;13;38;1,0;285;0;3;0;6;1
14261;16;8;51;1,0;299;1;3;0;6;5
7989;8;19;53;2,0;341;0;1;1;5;1
34216;8;19;13;1,0;25;0;3;1;0;4
37616;12;21;37;0,5;186;1;2;0;5;3
2357;2;23;13;5,0;156;0;0;1;6;5
42128;18;14;13;0,5;216;0;2;2;1;2
17561;20;18;57;1,0;201;0;3;1;3;1
1398;2;3;16;1,0;286;0;3;1;6;5
16470;19;4;3;1,0;180;0;3;1;2;2
31189;5;17;3;0,5;87;0;2;1;5;2
19546;23;5;16;1,0;213;1;3;0;6;1
12662;14;14;20;5,0;13;0;0;1;1;2
9279;10;5;26;2,0;183;0;1;1;4;1
36616;11;20;16;1,0;332;0;3;0;1;3
46577;24;7;50;2,0;16;0;1;2;3;1
46675;24;11;56;1,0;144;1;3;2;3;4
18925;22;10;37;1,0;237;1;3;2;5;2
38545;13;21;37;2,0;141;0;1;2;6;1
37709;12;23;59;5,0;405;1;0;1;5;1
40382;16;5;3;0,5;282;1;2;1;2;1
38796;14;4;55;1,0;134;1;3;2;4;1
19487;23;3;1;1,0;45;0;3;1;6;1
470;1;9;19;1,0;223;0;3;2;5;1
36198;11;10;9;2,0;21;0;1;1;1;2
17555;20;18;37;0,5;188;1;2;1;3;1
48734;27;0;50;5,0;293;0;0;2;6;4
9038;9;23;7;1,0;221;0;3;1;6;1
21669;25;22;27;1,0;8;1;3;1;0;1
28829;3;11;18;1,0;293;0;3;1;3;1
42250;18;17;40;0,5;170;0;2;2;1;2
29494;4;3;53;0,5;306;0;2;1;1;3
39274;14;19;15;1,0;306;0;3;1;4;3
38836;14;5;55;0,5;299;0;2;2;4;1
7969;8;19;24;1,0;386;0;3;0;5;2
39508;15;2;28;0,5;178;0;2;1;0;3
21581;25;19;43;1,0;42;0;3;1;0;1
13556;15;12;40;1,0;469;0;3;0;5;2
30592;5;3;50;0,5;228;0;2;2;5;2
46183;23;17;39;1,0;258;1;3;1;2;1
29567;4;5;13;1,0;190;0;3;2;1;1
14773;16;22;56;1,0;171;0;3;2;6;3
47655;25;19;50;1,0;52;0;3;0;1;1
26684;1;9;31;1,0;269;0;3;0;0;1
3643;4;2;40;2,0;68;1;1;2;0;1
9724;10;17;35;5,0;244;1;0;0;4;3
50176;28;19;20;1,0;197;0;3;1;4;2
13966;16;0;7;2,0;147;0;1;1;6;1
27096;1;18;1;2,0;262;0;1;1;0;1
8501;9;9;7;1,0;218;0;3;1;6;1
32938;7;10;22;2,0;249;0;1;0;4;2
9392;10;8;47;2,0;204;0;1;1;4;2
3248;3;18;9;1,0;457;1;3;1;4;1
8913;9;19;57;1,0;232;1;3;0;6;1
44875;21;22;8;0,5;353;0;2;2;4;1
10427;11;11;55;2,0;224;1;1;1;0;1
25442;30;22;54;0,5;238;1;2;0;6;1
25577;31;3;20;1,0;64;0;3;1;4;1
26268;31;23;55;1,0;195;1;3;1;4;1
25836;31;10;57;2,0;146;0;1;1;4;1
31162;5;16;34;1,0;205;1;3;1;5;2
10072;11;2;1;0,5;100;0;2;1;0;1
45165;22;7;44;1,0;114;0;3;2;0;1
33346;7;20;51;1,0;196;0;3;2;4;5
29335;4;0;23;1,0;147;0;3;1;1;1
11948;13;14;25;0,5;233;0;2;0;3;4
30550;5;3;3;0,5;395;0;2;1;5;1
181;1;3;31;1,0;62;0;3;1;5;4
9206;10;3;21;2,0;34;1;1;0;4;2
11562;12;23;49;1,0;126;0;3;0;2;1
46048;23;13;23;2,0;237;0;1;2;2;2
31981;6;11;45;0,5;348;1;2;1;6;3
10823;11;23;31;0,5;268;1;2;1;0;1
1143;1;21;45;0,5;253;1;2;2;5;1
16468;19;4;1;0,5;84;0;2;2;2;1
19736;23;10;25;1,0;187;0;3;1;6;1
49825;28;8;43;1,0;184;0;3;1;4;1
38202;13;12;18;0,5;43;0;2;0;6;1
37990;13;6;56;0,5;100;0;2;2;6;1
38464;13;19;11;1,0;173;0;3;0;6;2
11708;13;5;46;1,0;203;1;3;2;3;1
37469;12;18;16;0,5;208;0;2;2;5;3
30800;5;8;46;1,0;200;0;3;2;5;2
13431;15;9;49;1,0;121;0;3;2;5;3
39990;15;17;8;2,0;152;0;1;2;0;1
30778;5;8;11;0,5;199;0;2;1;5;1
1008;1;19;5;1,0;25;0;3;2;5;1
33663;8;4;33;1,0;25;0;3;2;0;5
37414;12;17;7;0,5;166;0;2;0;5;1
13118;15;2;6;0,5;329;0;2;0;5;1
42046;18;12;2;1,0;349;1;3;1;1;4
8147;8;23;45;2,0;136;0;1;0;5;4
49062;27;10;38;1,0;421;1;3;1;6;2
43547;20;7;42;1,0;72;1;3;1;6;1
19386;22;23;57;0,5;83;1;2;1;5;1
10612;11;17;22;0,5;177;0;2;1;0;1
28986;3;15;15;1,0;335;0;3;2;3;3
10308;11;8;17;2,0;111;0;1;1;0;1
29996;4;14;38;1,0;343;0;3;2;1;2
36761;11;23;52;0,5;155;0;2;1;1;1
30437;5;0;54;2,0;251;0;1;1;5;1
40436;16;7;8;2,0;332;0;1;2;2;1
20285;24;2;17;0,5;148;0;2;1;4;2
42816;19;9;41;1,0;316;0;3;2;5;4
20944;24;22;22;1,0;138;0;3;1;4;1
35330;10;6;34;0,5;107;0;2;1;3;2
36099;11;7;55;1,0;291;1;3;1;1;2
33951;8;11;55;1,0;421;0;3;2;0;2
13082;15;1;11;1,0;102;0;3;1;5;1
50321;28;23;35;1,0;123;0;3;2;4;2
34139;8;17;26;1,0;155;0;3;1;0;3
4285;4;17;45;2,0;181;0;1;1;0;1
33264;7;18;45;0,5;141;0;2;2;4;1
39636;15;6;37;2,0;100;1;1;1;0;1
37682;12;23;25;0,5;277;0;2;1;5;1
45059;22;3;45;0,5;329;0;2;2;0;1
1623;2;7;48;1,0;265;0;3;1;6;1
46239;23;19;30;1,0;327;0;3;1;2;2
44061;20;22;0;1,0;29;0;3;0;6;1
8134;8;23;26;1,0;193;0;3;1;5;1
47616;25;18;40;1,0;177;0;3;1;1;2
9737;10;17;54;0,5;34;0;2;0;4;1
49999;28;14;9;0,5;126;0;2;1;4;1
7609;8;11;1;0,5;347;0;2;2;5;1
47498;25;14;52;1,0;200;0;3;0;1;5
34513;9;3;50;0,5;47;1;2;0;2;1
42125;18;14;9;0,5;131;1;2;2;1;2
35498;10;13;0;0,5;187;1;2;2;3;1
32142;6;15;15;2,0;111;0;1;1;6;2
2877;3;9;36;2,0;152;0;1;0;4;4
23455;28;14;25;1,0;262;0;3;1;1;1
42770;19;8;38;1,0;341;1;3;1;5;2
44515;21;10;48;1,0;216;0;3;2;4;1
34793;9;12;21;0,5;98;0;2;1;2;3
29115;3;18;20;2,0;73;0;1;2;3;3
6110;6;22;34;1,0;223;0;3;1;3;2
49299;27;17;42;1,0;111;0;3;0;6;2
4919;5;9;37;5,0;106;0;0;0;2;2
30079;4;16;16;1,0;128;1;3;0;1;1
22919;27;22;38;1,0;136;0;3;0;3;2
37366;12;15;52;1,0;26;0;3;1;5;3
29930;4;13;14;1,0;212;0;3;1;1;1
16311;18;22;39;1,0;87;0;3;1;0;3
10178;11;4;48;1,0;184;0;3;0;0;1
41148;17;7;5;1,0;163;0;3;0;3;1
36807;12;1;8;1,0;192;0;3;2;5;2
3704;4;4;9;0,5;26;0;2;1;0;1
39842;15;13;22;0,5;73;0;2;0;0;7
32285;6;19;4;0,5;258;0;2;1;6;1
23715;28;22;1;1,0;192;1;3;1;1;4
18479;21;21;57;2,0;68;1;1;0;1;1
47513;25;15;13;2,0;142;0;1;0;1;1
31742;6;6;13;1,0;140;0;3;2;6;1
24556;29;21;17;2,0;220;1;1;1;5;2
31628;6;3;25;1,0;289;0;3;1;6;1
2259;2;21;7;2,0;139;0;1;0;6;2
1335;2;2;5;1,0;380;1;3;2;6;1
44375;21;6;21;2,0;215;0;1;0;4;2
13484;15;10;52;1,0;178;0;3;2;5;1
9232;10;3;58;2,0;238;0;1;2;4;1
38996;14;10;36;1,0;311;0;3;1;4;1
46544;24;6;21;2,0;245;1;1;2;3;1
25171;30;15;19;2,0;165;0;1;2;6;1
11235;12;11;43;1,0;379;0;3;1;2;4
47723;25;21;39;1,0;249;0;3;2;1;1
2453;3;0;54;1,0;34;0;3;1;4;1
16776;19;14;7;1,0;30;0;3;1;2;1
42627;19;4;45;1,0;154;0;3;1;5;2
42792;19;9;13;2,0;33;0;1;1;5;5
46914;24;21;59;0,5;211;1;2;1;3;1
44124;20;23;36;1,0;32;0;3;1;6;1
37370;12;15;57;1,0;195;1;3;1;5;2
31496;6;0;26;1,0;43;0;3;1;6;1
35791;10;23;48;0,5;194;1;2;0;3;3
13360;15;7;59;1,0;82;1;3;1;5;3
29302;3;23;20;0,5;218;0;2;2;3;1
45939;23;9;47;0,5;148;0;2;1;2;1
5038;5;12;58;1,0;94;0;3;1;2;1
50290;28;22;38;0,5;226;0;2;1;4;1
30900;5;10;49;5,0;169;0;0;2;5;1
47213;25;6;55;5,0;354;0;0;2;1;1
42881;19;11;43;1,0;187;0;3;1;5;1
35847;11;1;1;2,0;361;0;1;0;1;2
19660;23;8;13;0,5;226;0;2;0;6;2
36086;11;7;33;0,5;216;0;2;1;1;3
24068;29;8;14;2,0;170;0;1;1;5;2
29151;3;19;20;5,0;360;0;0;1;3;1
4400;4;20;32;0,5;131;0;2;2;0;2
29496;4;3;55;2,0;238;1;1;0;1;2
16695;19;11;30;1,0;102;0;3;2;2;1
38250;13;13;39;1,0;158;0;3;1;6;1
11165;12;9;22;1,0;217;0;3;1;2;1
30364;4;22;43;1,0;202;0;3;1;1;1
8672;9;13;34;1,0;436;1;3;1;6;2
31741;6;6;11;1,0;443;0;3;0;6;3
46468;24;2;50;2,0;247;1;1;0;3;1
40307;16;2;25;1,0;263;1;3;1;2;1
27311;1;22;44;1,0;207;1;3;0;0;1
3833;4;7;2;2,0;90;1;1;2;0;2
34956;9;17;49;1,0;233;1;3;1;2;2
49749;28;6;36;1,0;179;0;3;1;4;1
42428;18;22;59;2,0;213;0;1;1;1;1
10059;11;1;37;1,0;222;0;3;1;0;1
22960;27;23;56;2,0;335;0;1;0;3;1
27815;2;11;1;1,0;184;0;3;1;2;1
36088;11;7;34;1,0;216;0;3;1;1;5
38994;14;10;28;0,5;283;0;2;1;4;1
17534;20;17;50;5,0;305;1;0;1;3;2
35642;10;17;51;1,0;49;0;3;1;3;3
30207;4;19;12;1,0;358;0;3;1;1;1
37175;12;10;51;0,5;147;0;2;1;5;1
1284;2;0;41;1,0;130;0;3;1;6;2
15951;18;11;47;2,0;109;0;1;1;0;1
46585;24;8;11;2,0;175;0;1;1;3;1
24181;29;11;22;1,0;340;1;3;1;5;1
38443;13;18;47;1,0;276;0;3;0;6;1
15071;17;7;24;1,0;289;0;3;0;4;1
18894;22;9;37;0,5;225;0;2;1;5;1
17856;21;5;8;2,0;416;0;1;2;1;1
1023;1;19;24;0,5;78;0;2;2;5;1
27577;2;4;39;0,5;381;0;2;1;2;2
15724;18;4;4;2,0;129;0;1;1;0;2
35957;11;4;13;1,0;227;0;3;1;1;1
29586;4;5;36;1,0;129;0;3;2;1;1
7275;8;3;22;1,0;143;0;3;2;5;2
24305;29;14;41;1,0;206;0;3;1;5;1
44774;21;18;34;0,5;360;0;2;0;4;3
34243;8;19;58;1,0;154;1;3;2;0;1
13153;15;3;8;1,0;148;0;3;1;5;1
24753;30;2;50;5,0;152;1;0;1;6;1
18670;22;3;33;0,5;120;0;2;0;5;1
42342;18;20;34;2,0;182;0;1;0;1;1
6197;7;1;1;2,0;270;0;1;0;1;1
21026;25;0;45;0,5;108;1;2;1;0;1
13501;15;11;11;1,0;148;0;3;1;5;2
26891;1;13;32;1,0;259;0;3;0;0;2
30555;5;3;10;1,0;77;0;3;1;5;3
20589;24;11;30;1,0;255;0;3;1;4;1
4160;4;15;0;1,0;279;1;3;1;0;5
48711;27;0;9;1,0;172;1;3;1;6;1
17202;20;5;9;1,0;316;0;3;0;3;1
30577;5;3;34;0,5;142;0;2;1;5;3
41251;17;11;52;1,0;207;0;3;0;3;1
21100;25;2;54;2,0;201;1;1;1;0;1
23441;28;14;1;1,0;320;0;3;1;1;1
2633;3;4;33;1,0;205;1;3;2;4;3
26471;1;4;30;1,0;36;0;3;0;0;1
32622;7;2;33;2,0;249;0;1;1;4;2
27400;2;0;39;1,0;190;0;3;1;2;1
9137;10;1;36;0,5;162;0;2;2;4;1
31773;6;7;0;1,0;170;0;3;1;6;1
12223;14;1;35;2,0;61;0;1;0;1;2
4178;4;15;19;1,0;50;0;3;1;0;4
44343;21;5;28;0,5;318;1;2;2;4;1
49222;27;15;16;0,5;232;0;2;0;6;5
31341;5;20;42;1,0;259;0;3;1;5;1
550;1;10;33;1,0;233;1;3;0;5;6
38917;14;8;9;1,0;122;0;3;1;4;1
43910;20;18;11;1,0;256;0;3;1;6;2
17710;21;1;7;1,0;95;1;3;1;1;2
21755;26;1;12;2,0;382;0;1;1;2;1
42338;18;20;26;1,0;168;0;3;0;1;1
46263;23;20;22;0,5;222;0;2;1;2;2
48808;27;2;58;5,0;173;0;0;1;6;1
20565;24;10;30;5,0;247;0;0;1;4;2
24850;30;5;16;1,0;125;0;3;2;6;1
49522;28;0;2;1,0;192;0;3;1;4;1
14095;16;4;13;5,0;202;0;0;1;6;1
42402;18;22;12;2,0;323;1;1;1;1;1
4949;5;10;23;1,0;295;1;3;1;2;2
41985;18;10;24;1,0;296;0;3;1;1;3
3316;3;19;18;2,0;279;0;1;2;4;1
11771;13;7;34;1,0;225;0;3;0;3;1
48805;27;2;52;1,0;10;0;3;1;6;1
12589;14;12;4;2,0;223;0;1;1;1;5
18111;21;12;8;0,5;134;0;2;1;1;1
24979;30;9;36;1,0;89;0;3;2;6;1
20736;24;16;10;1,0;140;0;3;2;4;2
48815;27;3;21;0,5;205;0;2;0;6;1
43502;20;6;37;1,0;248;0;3;1;6;2
44253;21;3;6;1,0;182;1;3;2;4;4
25889;31;12;41;2,0;213;0;1;2;4;1
6237;7;1;50;1,0;145;1;3;1;1;1
20088;23;20;14;1,0;303;0;3;1;6;1
37024;12;6;24;0,5;230;0;2;2;5;1
3524;3;23;47;1,0;261;0;3;1;4;1
21726;26;0;15;0,5;211;0;2;1;2;4
17179;20;4;16;5,0;215;0;0;0;3;1
13040;15;0;18;0,5;138;0;2;1;5;4
7571;8;10;9;5,0;195;0;0;1;5;3
24919;30;7;31;2,0;281;0;1;1;6;1
15118;17;8;43;0,5;71;0;2;2;4;2
11605;13;1;45;2,0;41;0;1;1;3;2
30343;4;22;12;1,0;276;0;3;1;1;6
41484;17;19;25;1,0;220;0;3;1;3;1
10343;11;9;2;1,0;104;0;3;1;0;4
42063;18;12;35;2,0;39;0;1;2;1;1
44047;20;21;45;1,0;378;0;3;2;6;1
39917;15;15;20;1,0;371;0;3;1;0;1
34861;9;14;42;1,0;47;0;3;1;2;1
3719;4;4;38;1,0;151;0;3;1;0;2
6355;7;4;43;2,0;280;0;1;1;1;1
6521;7;9;16;1,0;258;0;3;1;1;1
9288;10;5;58;1,0;146;0;3;2;4;1
36172;11;9;32;5,0;225;0;0;0;1;1
23628;28;19;40;1,0;130;0;3;1;1;2
30295;4;21;14;0,5;175;1;2;2;1;1
2284;2;21;37;1,0;310;0;3;1;6;1
40601;16;12;21;1,0;210;0;3;1;2;2
30648;5;5;5;1,0;183;0;3;0;5;3
26938;1;14;39;1,0;199;1;3;0;0;3
3503;3;23;17;1,0;128;1;3;1;4;2
12414;14;7;26;2,0;230;0;1;1;1;1
33222;7;17;45;5,0;203;1;0;1;4;1
32564;7;1;6;0,5;167;0;2;1;4;1
39039;14;11;54;1,0;224;0;3;1;4;1
32554;7;0;53;1,0;178;0;3;2;4;2
13713;15;17;16;0,5;136;0;2;1;5;1
22069;26;13;3;1,0;147;0;3;0;2;2
42253;18;17;47;1,0;181;0;3;0;1;1
26530;1;5;48;0,5;10;0;2;1;0;1
10252;11;6;47;1,0;261;0;3;0;0;1
44696;21;15;53;1,0;345;0;3;2;4;3
24608;29;22;40;0,5;102;1;2;1;5;1
40146;15;21;16;1,0;36;0;3;1;0;4
19055;22;14;48;2,0;210;0;1;1;5;2
3287;3;18;47;0,5;133;1;2;1;4;1
8661;9;13;14;1,0;150;0;3;1;6;1
5394;5;23;24;1,0;99;0;3;1;2;1
49828;28;8;51;2,0;206;0;1;1;4;2
31409;5;22;19;1,0;47;0;3;1;5;1
28714;3;8;26;1,0;214;0;3;1;3;1
4159;4;14;59;2,0;279;1;1;1;0;4
1240;1;23;33;1,0;42;0;3;2;5;3
26262;31;23;45;1,0;29;0;3;2;4;2
267;1;5;7;1,0;211;0;3;1;5;2
28828;3;11;15;0,5;101;1;2;0;3;1
33664;8;4;37;5,0;132;0;0;2;0;1
40320;16;2;53;2,0;245;0;1;1;2;1
26416;1;3;16;1,0;267;0;3;1;0;1
8091;8;22;27;1,0;160;1;3;2;5;3
36359;11;13;49;1,0;197;0;3;1;1;1
41201;17;9;31;1,0;263;0;3;0;3;2
33452;7;23;18;1,0;213;0;3;0;4;2
40246;16;0;28;1,0;226;0;3;1;2;1
17582;20;19;44;1,0;105;0;3;1;3;1
7611;8;11;3;1,0;226;0;3;0;5;2
30263;4;20;31;2,0;125;0;1;1;1;4
20084;23;20;6;1,0;217;0;3;2;6;1
6543;7;9;51;5,0;333;0;0;1;1;3
27308;1;22;39;1,0;78;1;3;1;0;2
32429;6;22;21;5,0;410;0;0;1;6;1
6860;7;17;47;2,0;24;1;1;2;1;2
36716;11;22;51;2,0;481;0;1;1;1;5
34786;9;12;10;1,0;163;0;3;2;2;5
12024;13;17;30;5,0;323;0;0;1;3;1
46060;23;13;47;1,0;121;0;3;1;2;2
18746;22;5;55;2,0;162;1;1;1;5;4
42447;18;23;35;1,0;304;0;3;1;1;2
22822;27;18;35;1,0;122;0;3;1;3;1
10250;11;6;42;1,0;288;0;3;1;0;1
14128;16;5;13;5,0;119;0;0;0;6;2
22799;27;17;28;5,0;400;0;0;1;3;1
48349;26;14;2;2,0;105;0;1;1;5;2
19972;23;16;57;5,0;157;1;0;1;6;1
39193;14;16;56;1,0;223;0;3;0;4;3
22874;27;20;40;1,0;116;1;3;2;3;1
19872;23;14;6;1,0;288;0;3;1;6;1
41411;17;16;48;5,0;35;1;0;1;3;1
41291;17;13;20;1,0;199;0;3;2;3;4
27711;2;7;55;1,0;184;1;3;2;2;1
9398;10;9;4;1,0;101;0;3;1;4;1
26731;1;10;29;0,5;328;0;2;1;0;1
39021;14;11;19;1,0;267;0;3;1;4;1
36535;11;18;12;5,0;201;1;0;1;1;2
28698;3;7;48;1,0;172;1;3;1;3;1
48892;27;5;27;1,0;325;0;3;1;6;1
46651;24;10;58;1,0;150;0;3;1;3;2
42513;19;1;28;0,5;49;0;2;0;5;1
12680;14;14;50;1,0;20;0;3;2;1;3
9562;10;13;23;1,0;245;0;3;1;4;2
41990;18;10;39;2,0;219;1;1;1;1;1
7080;7;22;19;1,0;160;0;3;1;1;1
34556;9;5;15;0,5;194;0;2;1;2;1
12556;14;10;45;1,0;290;0;3;0;1;1
32898;7;9;22;2,0;87;0;1;1;4;3
36338;11;13;14;0,5;383;0;2;1;1;2
48071;26;7;17;1,0;115;0;3;2;5;1
17051;19;23;4;1,0;378;0;3;2;2;2
11986;13;15;54;1,0;91;0;3;2;3;1
12477;14;8;52;2,0;118;0;1;1;1;4
4029;4;11;31;2,0;373;0;1;0;0;3
8049;8;21;29;5,0;164;0;0;1;5;2
48048;26;6;36;2,0;404;0;1;2;5;3
30889;5;10;33;1,0;47;0;3;0;5;5
43376;20;2;32;1,0;43;0;3;1;6;2
11296;12;13;38;1,0;399;0;3;1;2;1
16231;18;19;58;1,0;177;0;3;0;0;2
43844;20;15;57;2,0;43;0;1;2;6;1
48783;27;2;7;1,0;81;1;3;2;6;1
22265;26;20;44;1,0;40;0;3;0;2;1
17518;20;17;11;1,0;252;0;3;1;3;1
33883;8;10;16;1,0;159;0;3;0;0;3
19428;23;1;16;1,0;200;0;3;1;6;1
20825;24;18;57;1,0;172;0;3;1;4;1
26719;1;10;12;1,0;47;0;3;1;0;7
19711;23;9;47;2,0;317;0;1;2;6;3
17432;20;13;17;0,5;316;0;2;2;3;1
40185;15;22;23;0,5;182;0;2;2;0;3
40904;16;21;38;0,5;319;0;2;1;2;1
11247;12;12;3;0,5;219;0;2;1;2;2
47109;25;4;4;0,5;170;0;2;1;1;3
11489;12;20;32;0,5;209;0;2;1;2;1
46912;24;21;53;0,5;100;0;2;1;3;1
34327;8;22;16;1,0;174;0;3;1;0;2
2149;2;19;13;1,0;255;0;3;1;6;1
3614;4;1;58;0,5;100;0;2;1;0;1
33777;8;7;6;1,0;20;1;3;1;0;3
35379;10;8;7;0,5;175;1;2;1;3;1
43865;20;16;43;2,0;25;0;1;1;6;2
12141;13;22;49;1,0;143;0;3;1;3;3
2374;2;23;26;1,0;161;1;3;1;6;1
19979;23;17;5;1,0;119;1;3;1;6;2
22978;28;0;32;2,0;299;0;1;2;1;3
18906;22;10;4;0,5;237;0;2;2;5;1
2097;2;17;55;1,0;161;0;3;1;6;1
39547;15;3;52;2,0;188;0;1;1;0;1
12429;14;7;54;2,0;217;0;1;2;1;3
22132;26;15;19;1,0;94;0;3;1;2;2
31760;6;6;41;0,5;71;0;2;1;6;1
10037;11;1;3;1,0;98;0;3;1;0;1
4764;5;5;49;0,5;124;1;2;1;2;1
1410;2;3;27;1,0;152;0;3;1;6;3
39273;14;19;14;1,0;306;0;3;1;4;2
48970;27;7;54;1,0;218;0;3;1;6;1
26126;31;19;35;0,5;56;0;2;0;4;1
10007;11;0;20;1,0;19;0;3;1;0;7
16584;19;7;39;0,5;455;0;2;1;2;1
48686;26;23;30;1,0;328;0;3;1;5;1
10802;11;22;51;2,0;172;0;1;0;0;1
45546;22;19;55;1,0;339;0;3;0;0;1
226;1;4;26;1,0;164;1;3;1;5;1
2474;3;1;25;1,0;92;1;3;0;4;1
46762;24;15;24;5,0;359;1;0;2;3;3
14411;16;13;24;1,0;192;0;3;1;6;1
5128;5;15;17;0,5;37;0;2;2;2;1
10337;11;8;54;0,5;210;0;2;1;0;2
50094;28;16;50;0,5;223;0;2;2;4;1
25967;31;15;5;1,0;235;1;3;2;4;4
22575;27;8;7;1,0;328;0;3;1;3;2
25478;31;0;7;1,0;48;1;3;1;4;2
8628;9;12;17;0,5;66;0;2;2;6;1
36177;11;9;38;1,0;333;1;3;1;1;2
