;amount;current_paid_fee;day;hour;minute;second
15811;114;0;17;6;45;58
36017;258;12;10;4;21;3
17549;196;2;19;17;23;6
7275;225;2;7;3;6;22
24377;171;4;28;15;49;57
44849;160;0;20;18;47;50
21149;182;0;24;3;29;33
27443;263;0;1;0;43;29
48463;166;3;25;15;22;16
18726;149;0;21;4;46;43
42414;278;2;17;20;52;27
6197;265;2;6;0;47;59
37549;267;2;11;18;45;39
13573;260;0;14;12;34;52
22264;274;2;25;19;28;23
22079;266;0;25;12;35;17
20649;201;0;23;12;16;40
4160;93;4;3;14;48;48
41467;108;0;16;16;38;14
35217;155;0;9;0;34;45
47385;260;0;24;9;35;54
47627;302;0;24;16;35;36
27193;250;9;0;19;32;23
34931;286;0;8;15;18;45
2633;285;14;2;4;21;44
26552;201;0;0;5;33;38
32732;84;1;6;4;17;19
35284;241;2;9;2;48;46
9137;164;0;9;1;19;14
46451;210;0;22;23;49;26
12551;119;0;13;10;14;30
4178;264;0;3;15;12;5
50209;195;2;27;17;55;45
21266;268;0;24;7;25;4
31446;261;0;4;21;58;5
550;227;6;0;10;31;18
41740;389;4;17;1;47;22
49833;151;0;27;6;46;23
47169;272;10;24;3;47;48
30244;110;1;3;19;4;47
32945;19;6;6;9;18;9
11843;315;2;12;9;58;49
26719;263;2;0;9;32;48
42169;136;0;17;13;44;5
24923;282;0;29;6;37;12
33148;333;2;6;14;27;46
33445;49;4;6;21;51;2
13857;137;0;14;20;38;57
4949;141;0;4;10;10;50
15943;248;2;17;11;1;5
3316;240;3;2;19;7;26
11839;221;1;12;9;52;50
24716;249;0;29;1;2;31
15363;266;20;16;15;28;54
48475;136;0;25;15;39;49
23388;373;2;27;11;55;13
30288;211;2;3;20;9;20
48896;199;11;26;3;25;12
43575;111;5;19;6;47;9
18598;156;0;21;0;37;18
40884;290;0;15;18;44;28
6237;127;8;6;1;30;37
17287;313;1;19;7;11;23
13897;219;5;14;21;37;25
3524;218;0;2;23;37;34
18821;136;3;21;6;53;44
11521;212;2;11;21;16;19
42669;220;0;18;4;8;27
7571;256;0;7;9;59;19
24993;244;2;29;8;50;20
25124;72;0;29;12;45;36
27804;218;0;1;9;47;8
30443;296;1;3;23;30;29
49798;91;2;27;5;53;43
10343;171;0;10;8;45;5
42135;284;2;17;12;55;32
41922;226;1;17;6;56;47
44591;57;0;20;11;9;16
35860;134;5;10;0;8;8
3719;177;4;3;4;24;8
6355;50;0;6;4;32;47
6521;108;1;6;8;56;11
9288;289;0;9;5;19;46
36960;116;0;11;3;40;0
23072;167;2;27;2;45;5
18695;114;0;21;3;33;30
2284;163;2;1;21;29;57
40667;51;0;15;12;25;27
42264;224;0;17;16;31;36
32122;132;0;5;13;45;28
3503;258;0;2;23;11;48
12483;124;0;13;8;40;3
34307;67;0;7;20;14;47
15226;87;0;16;11;11;37
29640;295;0;3;5;46;51
32119;229;0;5;13;41;3
37385;177;0;11;14;51;15
20155;176;0;22;21;13;19
16966;350;0;18;19;31;12
26611;195;4;0;6;57;25
10252;145;0;10;6;22;2
44771;131;0;20;16;21;33
30419;359;7;3;22;55;18
37639;360;0;11;20;59;22
19113;80;4;21;15;44;41
3287;129;0;2;18;41;19
8661;165;6;8;12;54;50
5394;279;4;4;23;5;11
34401;120;12;7;22;54;18
36783;223;0;10;23;7;22
23317;162;0;27;10;10;18
4159;93;2;3;14;48;23
1240;339;1;0;23;31;18
28928;91;2;2;12;47;25
267;205;0;0;5;6;46
48883;291;2;26;2;56;18
11594;267;0;12;0;23;49
31179;207;6;4;15;59;12
38302;191;0;12;13;29;21
8091;267;2;7;22;11;56
36419;222;6;10;13;57;32
22278;184;11;25;20;2;40
33507;365;0;6;23;26;7
46938;300;0;23;19;42;9
37677;130;0;11;21;46;7
7611;301;6;7;10;50;27
15712;167;0;17;2;45;27
22819;176;0;26;17;4;48
6543;413;0;6;9;32;7
18694;70;4;21;3;31;15
26368;328;5;0;1;24;14
6860;169;2;6;17;22;37
18785;224;2;21;6;16;17
28452;60;0;2;0;1;22
13552;284;2;14;12;0;8
19214;80;1;21;18;42;25
46320;262;0;22;20;1;27
46903;221;0;23;18;39;46
28331;113;0;1;21;17;4
10250;334;14;10;6;19;47
29598;317;17;3;4;58;32
14300;196;0;15;9;23;37
48430;154;0;25;14;22;8
17894;309;0;20;5;28;53
39259;237;10;13;17;7;58
26037;94;0;30;16;10;42
48751;129;4;25;23;13;47
49835;142;2;27;6;49;7
47373;239;0;24;9;23;49
34425;221;0;7;23;30;47
9398;73;4;9;8;33;38
20902;176;0;23;20;28;9
39087;315;0;13;11;34;45
36595;116;0;10;18;16;44
30214;198;2;3;18;13;12
21131;49;4;24;3;0;26
46730;167;0;23;11;23;20
42585;132;0;18;1;43;25
23262;290;0;27;8;27;30
9562;224;9;9;12;51;58
42062;198;0;17;10;55;45
7080;268;1;6;21;58;57
34794;189;0;8;11;8;4
38132;261;18;12;9;22;2
32953;189;0;6;9;28;35
36398;283;0;10;13;34;52
45601;193;0;21;19;33;11
29363;294;0;2;23;57;5
44972;72;2;20;23;2;6
26852;147;0;0;12;15;55
4029;15;2;3;11;19;14
8049;145;0;7;21;0;15
43002;132;4;18;13;25;40
45725;243;0;22;0;26;19
37451;281;0;11;16;28;23
48757;351;0;25;23;24;16
13650;193;0;14;14;57;13
42402;126;10;17;20;30;13
19060;215;0;21;14;12;19
41703;374;0;17;0;49;1
34095;44;0;7;15;0;54
12702;224;2;13;14;51;59
36907;202;0;11;2;17;41
42029;175;0;17;10;2;15
16680;222;6;18;10;10;35
26801;194;13;0;11;12;34
50389;71;1;27;23;19;5
34500;182;10;8;1;51;5
49652;223;2;27;1;32;34
45115;328;4;21;3;26;39
11313;403;0;11;13;39;40
47188;234;4;24;4;16;31
48967;259;2;26;5;22;42
39289;231;12;13;18;11;1
46398;176;0;22;22;6;9
2149;237;0;1;18;57;6
3614;365;4;3;1;50;15
33833;166;2;7;7;13;49
35439;200;0;9;8;41;5
39102;294;4;13;12;6;58
12358;323;3;13;5;9;54
2374;182;6;1;23;20;27
20038;231;0;22;18;15;27
33531;337;4;6;23;53;20
31185;370;4;4;16;11;46
2097;230;4;1;17;47;43
48306;195;4;25;11;7;37
12498;253;0;13;8;59;11
28990;279;2;2;14;12;14
34963;146;0;8;16;22;54
10037;132;2;10;0;40;19
4764;117;2;4;5;33;36
1410;225;0;1;3;23;26
43743;326;0;19;11;49;16
20775;145;0;23;16;31;58
18083;41;5;20;10;26;12
10007;141;0;10;0;10;40
16629;70;2;18;8;21;5
39084;162;2;13;11;28;5
10802;346;6;10;22;21;34
45624;362;4;21;20;17;1
226;316;8;0;4;25;15
2474;207;2;2;1;15;10
46725;200;2;23;11;10;42
14486;34;2;15;14;40;50
5128;392;0;4;15;3;40
10337;209;6;10;8;37;12
31068;216;7;4;13;40;32
28869;224;0;2;11;13;4
22639;237;0;26;9;23;6
25555;205;0;30;1;33;23
8628;226;2;8;11;49;59
13315;138;4;14;6;30;43
2949;231;2;2;10;55;36
1174;197;0;0;22;23;11
7901;196;0;7;17;23;40
19789;85;0;22;11;11;50
21503;153;12;24;15;36;28
50136;130;0;27;15;38;59
20817;396;2;23;17;55;33
2891;248;3;2;9;47;10
48772;440;6;25;23;48;53
12429;112;0;13;7;9;44
33269;143;0;6;17;35;40
12117;185;2;12;21;19;33
25026;203;0;29;10;2;34
25726;324;19;30;6;26;28
34745;183;0;8;9;23;38
48893;199;3;26;3;23;4
42648;134;2;18;3;44;7
14861;121;0;16;0;49;22
26362;88;2;0;1;19;37
49983;148;0;27;11;34;25
11993;375;0;12;15;22;14
23337;166;0;27;10;45;2
29539;232;0;3;3;55;18
31175;208;0;4;15;57;28
18724;302;0;21;4;35;30
25044;167;0;29;10;27;35
25546;200;0;30;1;14;41
38933;386;0;13;6;55;14
6551;318;0;6;9;47;58
22883;88;4;26;19;48;55
11119;248;0;11;7;22;14
34053;325;0;7;13;38;4
47571;125;0;24;14;55;30
11619;236;0;12;1;40;43
1698;135;0;1;9;24;56
40892;149;0;15;19;7;46
16662;86;0;18;9;42;10
5549;233;0;5;3;51;48
33881;104;2;7;8;50;10
17318;213;0;19;8;5;36
7656;190;4;7;11;53;59
26109;259;2;30;18;8;44
40587;385;2;15;9;59;6
46429;208;0;22;23;17;18
39376;389;0;13;20;28;6
32878;323;0;6;7;39;40
44280;309;10;20;2;9;14
42502;242;0;17;23;19;38
35443;197;0;9;8;48;26
48395;14;1;25;13;15;7
15236;203;0;16;11;29;54
27927;156;0;1;12;43;43
34551;384;2;8;3;28;17
28986;88;0;2;14;7;10
17532;303;0;19;16;36;22
32148;13;1;5;14;18;39
33540;167;0;7;0;15;44
18275;198;4;20;16;29;7
6036;285;0;5;19;29;51
46761;300;3;23;12;35;42
1497;54;4;1;5;25;4
19458;212;0;22;1;26;27
21095;282;7;24;1;43;34
44940;347;1;20;22;9;32
46492;216;0;23;1;22;40
19265;28;4;21;20;0;9
30621;136;3;4;3;34;13
3282;158;3;2;18;33;40
16947;216;0;18;19;2;56
11342;156;0;11;14;49;7
39960;307;0;14;14;46;22
36521;47;0;10;16;36;51
42931;317;1;18;11;22;24
17836;156;12;20;3;50;6
30937;163;2;4;10;39;5
33119;202;0;6;13;56;25
750;320;0;0;14;10;58
20537;72;0;23;9;11;37
30057;179;10;3;14;58;34
35816;190;0;9;22;42;8
25586;237;0;30;2;44;26
14320;128;0;15;9;50;26
32165;192;0;5;14;53;17
25078;99;2;29;11;26;14
311;140;1;0;6;20;3
22267;195;2;25;19;31;46
38999;242;16;13;8;45;29
19898;282;0;22;14;6;49
12591;65;0;13;11;36;6
4665;381;0;4;2;37;42
36039;82;2;10;5;1;14
29271;230;2;2;21;28;30
12622;203;2;13;12;37;15
1696;321;3;1;9;18;2
7416;225;2;7;6;28;32
30460;135;0;4;0;12;25
6865;124;0;6;17;35;41
45283;145;0;21;9;23;55
19961;169;0;22;15;55;6
5053;86;0;4;13;8;33
48469;34;0;25;15;30;22
28329;119;3;1;21;15;43
14564;240;0;15;16;53;32
7599;209;0;7;10;36;2
24656;204;2;28;23;6;6
31934;246;0;5;9;44;36
37712;295;2;11;22;41;22
20731;110;0;23;14;56;36
32390;242;0;5;20;21;57
48657;195;0;25;20;51;50
23294;256;2;27;9;21;25
16214;75;7;17;18;52;53
24084;117;0;28;7;45;58
8304;236;2;8;3;37;28
11489;260;0;11;19;59;26
32424;307;0;5;20;57;27
2489;156;0;2;1;38;14
38702;174;1;13;0;26;8
20146;103;0;22;20;58;49
19155;195;0;21;17;1;43
4593;116;0;4;0;47;33
48217;298;6;25;9;7;20
22221;98;0;25;18;2;52
13980;105;1;14;23;46;12
1326;150;6;1;1;46;4
12296;129;0;13;3;4;21
5756;303;0;5;10;29;41
34475;215;0;8;0;59;36
28175;156;0;1;17;48;50
27342;371;9;0;22;36;33
44370;206;2;20;4;27;56
3350;304;0;2;19;52;27
32863;177;0;6;7;14;1
37717;202;1;11;22;46;30
29885;62;1;3;11;28;22
38406;147;1;12;16;3;48
438;206;2;0;8;35;30
25285;325;4;29;17;39;21
6740;168;18;6;14;34;50
42421;152;5;17;20;59;48
29073;120;2;2;16;25;28
5684;86;4;5;8;23;31
42786;220;1;18;7;22;36
33195;246;0;6;15;44;36
1188;389;0;0;22;38;52
46013;31;0;22;10;5;59
9994;37;0;9;23;54;6
50406;85;0;27;23;46;48
34323;114;2;7;20;35;43
39430;101;2;13;22;12;34
13205;83;4;14;3;47;20
33603;172;0;7;1;37;42
33969;202;6;7;11;12;51
34638;75;2;8;5;58;12
6649;196;0;6;12;8;25
47314;354;1;24;7;49;13
26353;194;4;0;1;3;40
16381;325;0;18;0;12;7
31806;19;9;5;6;39;47
34134;227;0;7;16;7;15
7981;380;2;7;19;24;9
9595;319;0;9;13;46;13
40493;103;0;15;7;1;30
27174;176;4;0;19;3;13
14749;130;4;15;21;36;47
48181;190;3;25;8;23;3
773;238;0;0;14;39;53
47730;145;0;24;19;52;8
3394;261;19;2;20;39;3
31404;359;1;4;20;52;41
21453;311;2;24;13;56;48
30884;154;0;4;9;28;10
43471;152;2;19;3;26;39
38683;93;0;13;0;1;20
47887;201;0;25;0;0;54
32929;181;0;6;8;56;56
10709;176;0;10;19;58;12
39013;284;0;13;9;21;21
41454;287;0;16;16;19;33
17192;256;4;19;3;46;49
14321;128;2;15;9;50;54
22430;251;2;26;1;18;31
35717;128;0;9;18;48;8
29365;48;0;3;0;2;15
45122;358;0;21;3;42;11
5809;222;8;5;11;52;48
26775;151;0;0;10;39;10
24609;282;7;28;21;47;12
37401;166;12;11;15;15;22
14366;195;10;15;11;17;26
38812;261;0;13;3;34;53
43957;364;0;19;17;21;7
30190;340;6;3;17;46;4
6222;118;0;6;1;16;7
46556;360;0;23;3;50;46
35300;215;0;9;3;30;16
18948;227;0;21;10;33;45
1426;18;4;1;3;44;57
8101;154;0;7;22;26;36
41815;189;0;17;3;58;47
2754;208;0;2;7;4;11
2617;491;0;2;4;6;18
10880;196;0;11;0;30;23
27225;313;4;0;20;4;44
48717;33;0;25;22;21;49
46817;283;0;23;15;6;33
37236;358;0;11;11;4;13
47268;170;0;24;6;42;36
37926;389;0;12;3;53;0
1763;300;0;1;10;51;17
20201;226;1;22;22;33;39
42566;376;0;18;1;5;38
1656;63;0;1;8;23;24
8202;256;0;8;0;39;47
2277;297;0;1;21;24;1
32593;232;2;6;0;44;37
11617;236;0;12;1;32;5
49619;176;3;27;0;36;12
22952;211;0;26;22;57;37
16501;166;0;18;4;23;2
28956;97;1;2;13;24;47
7747;269;0;7;14;4;8
4559;20;1;3;23;46;30
14885;108;0;16;1;29;42
12233;220;0;13;1;22;44
20477;172;0;23;7;8;11
896;453;4;0;17;1;36
15075;236;1;16;6;56;27
23249;145;8;27;7;58;40
2927;228;0;2;10;21;12
21980;372;0;25;8;51;38
16849;361;0;18;15;52;45
33504;191;0;6;23;24;15
19892;127;6;22;14;4;11
6561;156;0;6;10;0;57
47163;135;0;24;3;43;11
10243;335;3;10;6;15;18
24307;15;0;28;14;3;49
39865;297;0;14;12;27;0
16235;337;1;17;19;25;41
14006;162;0;15;0;38;40
30574;187;0;4;2;40;35
16941;315;5;18;18;50;56
6401;91;1;6;5;25;6
49679;90;2;27;2;32;44
39446;264;4;13;22;44;34
33403;71;0;6;20;57;46
44530;10;2;20;9;26;3
25951;203;2;30;13;33;27
37413;151;0;11;15;44;36
21744;158;0;25;0;7;8
39697;94;4;14;6;38;12
34726;141;0;8;8;51;26
44559;216;2;20;10;14;14
12597;252;0;13;11;50;37
19079;204;0;21;14;47;12
48663;303;0;25;21;7;19
36317;42;1;10;11;33;9
34913;41;0;8;14;42;48
4679;337;0;4;3;8;6
5771;270;0;5;10;49;49
23287;157;0;27;9;11;28
27625;176;0;1;5;4;22
22330;211;0;25;22;1;2
33183;148;0;6;15;31;23
180;56;4;0;3;29;55
48325;125;2;25;11;35;54
20869;298;0;23;19;32;0
19713;331;2;22;9;4;32
32625;196;2;6;1;31;56
10035;120;4;10;0;38;58
10423;333;3;10;11;18;33
46832;184;0;23;15;35;31
8090;267;0;7;22;11;32
12141;199;0;12;22;14;29
35379;233;3;9;6;19;59
48723;69;1;25;22;25;20
28571;91;0;2;3;22;14
34988;64;2;8;17;15;26
13;226;5;0;0;13;44
4251;401;0;3;16;45;51
8494;40;0;8;8;39;11
3674;263;0;3;3;11;57
8721;204;2;8;14;15;23
49258;419;6;26;14;3;56
20404;257;0;23;4;37;36
7671;177;0;7;12;33;28
29830;148;1;3;10;17;22
45871;198;0;22;5;15;45
19042;318;0;21;13;44;43
37898;125;2;12;3;13;31
17486;232;15;19;14;15;16
13924;299;10;14;22;14;28
18149;250;2;20;12;32;11
4496;224;0;3;22;31;34
47861;179;0;24;23;21;51
5460;193;2;5;1;2;59
46525;78;0;23;2;25;58
48711;224;12;25;22;19;46
35528;271;0;9;12;24;8
33116;236;4;6;13;47;52
36141;210;8;10;7;34;22
40817;45;0;15;16;42;2
24388;188;0;28;16;7;0
46125;115;1;22;13;47;36
22690;157;6;26;11;48;41
10077;146;0;10;1;45;55
31220;282;0;4;16;43;37
24132;177;0;28;9;15;56
36755;100;13;10;22;32;28
24412;208;0;28;16;49;55
18295;144;0;20;16;53;48
21654;198;0;24;21;8;3
1213;33;0;0;23;2;17
22780;57;1;26;15;42;32
10329;321;0;10;8;30;35
25013;83;2;29;9;37;33
40209;322;0;14;21;19;23
18998;114;0;21;12;12;14
3683;377;1;3;3;25;3
14286;293;2;15;8;55;44
10237;131;0;10;6;1;0
16176;217;0;17;17;44;33
16171;87;0;17;17;35;18
50175;92;0;27;16;55;39
11933;202;2;12;13;23;25
10287;448;0;10;7;24;2
14092;273;0;15;3;25;6
34953;142;18;8;16;5;22
30875;367;3;4;9;16;45
3914;98;0;3;8;39;31
27049;225;0;0;16;18;21
18959;227;2;21;10;55;26
49587;259;0;26;23;44;13
48237;44;2;25;9;36;6
31475;189;3;4;22;46;27
41329;201;0;16;12;29;1
47580;184;4;24;15;8;10
42466;154;4;17;22;14;35
42124;33;0;17;12;35;20
23400;125;0;27;12;16;54
29524;51;4;3;3;33;26
23739;209;4;27;21;48;9
45303;229;0;21;10;1;43
45259;314;0;21;8;36;2
45366;270;2;21;12;6;14
43781;237;0;19;12;54;57
35998;168;0;10;3;44;47
46081;250;0;22;12;13;34
23079;151;6;27;2;51;7
22570;108;2;26;6;31;3
24971;192;2;29;8;11;18
35108;191;0;8;20;43;52
31617;251;0;5;1;58;44
49121;246;3;26;10;18;14
32910;190;0;6;8;24;15
11225;292;1;11;10;54;27
7020;194;0;6;20;44;6
40393;162;0;15;3;18;32
3442;38;4;2;21;34;54
631;152;17;0;12;0;46
26242;158;2;30;22;7;19
50308;159;0;27;20;53;33
37550;267;3;11;18;45;51
28612;192;0;2;4;25;50
40630;279;0;15;11;27;48
28019;380;2;1;14;29;17
21056;304;4;24;0;47;44
600;246;0;0;11;25;6
39190;228;2;13;15;10;49
48276;161;0;25;10;35;31
9545;351;0;9;12;30;23
36514;44;1;10;16;25;11
17555;109;0;19;17;43;46
12609;95;0;13;12;5;46
39122;184;0;13;12;37;48
7945;265;7;7;18;22;17
41581;251;0;16;20;58;37
48270;255;0;25;10;26;22
42770;102;12;18;6;47;36
20361;195;0;23;3;42;39
19600;148;8;22;5;51;52
42343;147;0;17;18;40;8
50386;207;0;27;23;15;23
4219;287;4;3;16;13;52
27432;86;4;1;0;27;39
919;91;0;0;17;24;32
36372;326;2;10;12;53;4
36502;81;16;10;16;10;13
24683;247;0;28;23;55;51
8854;231;2;8;18;1;7
19303;181;0;21;20;52;2
9426;103;0;9;9;24;17
8943;299;1;8;20;22;37
31451;220;0;4;22;3;4
35867;135;0;10;0;19;10
30922;175;0;4;10;22;16
22292;74;6;25;20;40;0
11401;150;0;11;16;33;10
27238;277;0;0;20;24;18
904;178;4;0;17;9;54
17687;138;0;19;23;45;8
13365;219;12;14;7;32;6
37601;203;0;11;19;57;54
12701;224;0;13;14;51;39
8957;146;0;8;20;42;49
20898;317;2;23;20;26;3
31333;105;0;4;19;24;58
10538;327;0;10;14;52;49
18143;388;0;20;12;26;7
3318;67;0;2;19;13;5
14240;187;0;15;7;55;27
157;76;0;0;2;56;37
43173;357;0;18;18;7;33
4325;134;2;3;18;32;17
18923;283;2;21;9;43;47
27392;254;4;0;23;41;31
5073;202;0;4;13;42;54
596;301;2;0;11;17;35
39165;269;4;13;14;16;51
5918;259;0;5;15;57;22
8339;216;0;8;4;24;25
47036;296;0;24;0;10;7
35887;270;3;10;0;51;58
27373;82;4;0;23;19;38
5434;98;0;5;0;4;20
21907;264;1;25;6;7;3
36401;283;6;10;13;35;55
47013;303;16;23;23;1;26
13342;278;0;14;7;4;57
19165;262;0;21;17;15;33
10544;118;0;10;15;9;40
1478;129;2;1;4;52;34
28017;380;0;1;14;27;38
44810;264;0;20;17;37;51
19414;422;1;21;23;59;46
10113;202;0;10;2;59;55
13097;86;0;14;1;2;26
7707;195;2;7;13;12;25
21463;226;6;24;14;18;47
22563;161;0;26;6;23;31
308;138;0;0;6;13;0
23722;129;0;27;21;18;53
471;217;0;0;9;19;37
42024;231;0;17;9;56;43
31399;256;0;4;20;49;21
45847;277;2;22;4;28;46
39786;60;0;14;9;38;2
48013;252;0;25;3;49;4
45570;108;3;21;18;1;49
38900;68;5;13;6;6;19
9240;134;0;9;3;51;10
34952;142;16;8;16;4;54
38139;188;0;12;9;27;29
23947;156;0;28;3;41;43
47526;55;0;24;13;53;44
26695;220;2;0;8;52;21
42120;22;0;17;12;28;2
5082;148;0;4;13;51;36
30900;229;0;4;9;51;27
36834;402;13;11;0;21;53
38730;209;0;13;1;23;57
9565;133;2;9;13;4;8
9687;227;2;9;16;38;30
23026;325;0;27;1;8;7
43132;264;7;18;16;49;57
34507;109;2;8;2;5;23
1270;131;0;1;0;12;19
23850;336;12;28;1;20;36
18410;26;2;20;19;39;26
38586;126;0;12;21;13;24
47005;303;0;23;22;58;28
17846;222;8;20;4;4;32
9806;185;4;9;19;20;6
42513;194;0;17;23;53;58
17031;235;0;18;21;37;14
35175;86;0;8;23;11;33
17644;76;0;19;21;42;41
1339;374;0;1;2;5;52
44646;24;0;20;12;37;43
26210;208;0;30;21;20;56
27583;219;1;1;3;56;55
16675;191;4;18;10;2;16
42949;331;0;18;11;52;52
18247;409;0;20;15;37;46
47518;164;2;24;13;28;9
27972;237;0;1;13;39;44
8620;206;5;8;11;42;30
23923;113;0;28;3;7;29
14295;262;0;15;9;4;55
38632;143;0;12;22;32;16
28808;153;0;2;9;52;5
20667;115;0;23;12;52;43
5401;81;0;4;23;18;3
32166;192;4;5;14;53;47
96;99;2;0;1;41;8
33026;200;5;6;11;9;12
18294;265;6;20;16;51;22
25033;201;0;29;10;11;50
4913;244;0;4;9;12;42
5628;325;0;5;6;43;59
33176;134;0;6;15;21;15
11873;231;5;12;11;9;45
14711;188;2;15;20;49;54
22919;270;4;26;21;23;38
34497;220;0;8;1;47;5
36684;178;0;10;20;52;4
1771;116;0;1;11;4;17
34871;143;0;8;13;33;43
18378;127;0;20;18;52;34
47825;300;0;24;22;15;54
34270;19;11;7;19;14;44
26474;270;8;0;3;43;36
3349;174;0;2;19;50;40
35878;136;0;10;0;40;52
28052;247;16;1;15;9;33
14501;37;14;15;15;3;24
49297;226;16;26;15;16;33
21934;112;0;25;7;25;2
49044;218;0;26;7;52;8
31564;223;3;5;0;48;22
38297;232;3;12;13;22;34
12564;77;4;13;10;26;31
1491;168;0;1;5;18;6
19107;114;0;21;15;34;33
30054;152;0;3;14;55;8
3113;269;5;2;15;12;43
31038;229;8;4;13;0;19
37987;116;14;12;5;32;16
26621;176;0;0;7;10;20
25975;104;0;30;14;21;18
46452;210;2;22;23;50;4
14076;228;9;15;2;51;54
16275;125;0;17;20;26;48
40011;84;0;14;16;11;8
6666;74;0;6;12;32;37
48486;162;0;25;16;2;1
39968;175;18;14;15;1;25
29352;279;4;2;23;34;41
18245;122;3;20;15;33;4
19545;152;0;22;4;18;37
41028;115;0;16;0;9;7
3835;107;0;3;6;56;10
39374;244;2;13;20;25;1
39558;378;0;14;2;15;42
45240;438;1;21;8;3;10
285;111;0;0;5;32;43
17306;186;0;19;7;44;47
18875;153;0;21;8;4;23
38372;3;11;12;15;15;41
33659;200;1;7;3;4;1
19973;152;0;22;16;12;56
22265;180;0;25;19;29;46
447;254;0;0;8;46;27
4291;312;2;3;17;39;30
18177;308;0;20;13;22;49
28855;340;2;2;10;57;16
48232;201;2;25;9;30;53
47443;169;2;24;11;13;14
8246;263;4;8;1;58;6
29937;237;12;3;12;27;15
50281;163;11;27;20;6;24
16542;160;0;18;5;40;17
28126;214;2;1;16;42;47
10398;143;0;10;10;23;19
20274;245;2;23;1;14;21
40981;271;0;15;22;13;42
24922;188;2;29;6;34;50
18237;223;0;20;15;15;9
50215;295;2;27;18;3;6
40513;83;0;15;7;33;51
32636;133;14;6;1;46;10
41019;47;0;15;23;41;29
42339;255;0;17;18;29;8
4737;283;0;4;4;48;7
49091;242;0;26;9;16;20
44562;84;2;20;10;17;54
7049;269;0;6;21;20;22
29874;308;4;3;11;15;43
35681;237;6;9;17;31;55
25573;245;2;30;2;15;18
204;373;0;0;4;3;26
43603;248;2;19;7;34;23
42937;88;3;18;11;36;3
18194;123;2;20;13;52;39
20031;58;0;22;18;2;39
47273;170;18;24;6;45;3
9981;150;0;9;23;33;50
10277;159;10;10;7;2;37
1562;216;12;1;6;38;3
42193;112;0;17;14;25;12
13539;300;4;14;11;35;48
49203;296;0;26;12;32;1
14073;228;1;15;2;50;3
31516;262;0;4;23;49;39
44920;159;0;20;21;23;50
1968;147;0;1;15;5;19
50021;263;0;27;12;31;25
7350;350;0;7;4;40;39
47277;334;0;24;6;46;44
25175;216;5;29;14;27;23
8410;18;2;8;6;9;56
24189;218;10;28;10;47;10
11187;251;4;11;9;27;43
40238;375;2;14;22;5;1
36029;265;0;10;4;44;5
40139;249;0;14;19;28;36
31689;73;2;5;3;37;23
25448;77;0;29;22;22;43
25375;181;0;29;20;18;43
33831;63;4;7;7;10;1
6042;78;2;5;19;46;35
42671;287;2;18;4;10;40
28300;263;0;1;20;46;3
3922;215;2;3;8;54;7
42631;160;5;18;3;3;9
32984;41;0;6;10;11;47
38839;81;0;13;4;29;44
28051;247;6;1;15;8;54
48596;318;0;25;19;12;3
27471;280;2;1;1;25;2
4149;96;0;3;14;30;39
47085;212;0;24;1;27;22
22046;228;2;25;11;13;58
86;50;0;0;1;35;33
37718;202;3;11;22;46;40
46044;182;0;22;11;11;8
5273;28;1;4;19;39;24
9633;140;0;9;14;49;38
16742;422;0;18;12;16;10
16062;185;4;17;14;18;41
18341;201;1;20;17;59;7
41809;214;0;17;3;50;18
22303;204;0;25;21;13;42
16916;279;2;18;17;59;18
44342;272;0;20;3;38;45
14857;319;2;16;0;42;46
20410;128;0;23;4;55;58
43706;297;0;19;10;48;54
47693;138;0;24;18;51;13
31590;214;0;5;1;18;47
41704;374;4;17;0;49;57
6690;280;0;6;13;15;53
46718;144;0;23;10;58;26
13396;114;0;14;8;24;27
2715;204;0;2;6;17;24
11309;179;6;11;13;33;25
25889;40;0;30;11;28;41
45361;301;0;21;11;54;16
29959;328;0;3;12;57;44
28285;145;0;1;20;21;29
49577;183;0;26;23;31;21
43661;9;0;19;9;28;54
35874;161;4;10;0;32;31
27418;180;2;1;0;7;49
19618;249;0;22;6;22;37
36376;237;0;10;12;59;53
48831;94;1;26;1;24;57
16721;322;0;18;11;39;30
35827;291;0;9;23;24;3
43126;273;2;18;16;38;44
48643;56;10;25;20;25;19
41808;178;2;17;3;41;19
16269;37;0;17;20;19;25
15520;280;0;16;20;35;18
464;287;6;0;9;3;2
31073;261;0;4;13;50;24
9087;102;0;9;0;14;20
3622;129;0;3;2;0;48
24889;216;3;29;5;29;52
46921;133;0;23;19;7;29
44457;220;2;20;6;57;38
47960;227;0;25;2;2;2
13602;230;0;14;13;37;22
20355;138;0;23;3;31;41
32739;30;12;6;4;23;56
9572;299;12;9;13;19;2
45898;262;6;22;5;54;42
24393;306;3;28;16;9;47
8765;274;0;8;15;34;23
45221;301;2;21;7;14;52
3200;385;3;2;17;9;38
21046;65;0;24;0;38;58
37764;255;2;11;23;57;0
5014;111;0;4;12;21;6
28847;24;0;2;10;46;54
31084;310;0;4;14;7;22
39947;70;13;14;14;22;39
34366;307;11;7;21;57;45
39849;333;4;14;11;53;6
12733;132;4;13;15;55;29
23096;36;2;27;3;17;2
33849;239;0;7;8;2;3
35250;189;2;9;1;37;5
30601;380;0;4;3;13;56
43477;146;2;19;3;32;50
34882;243;0;8;13;48;52
9172;190;0;9;2;19;27
30256;173;0;3;19;19;48
27473;280;6;1;1;25;46
