;day;hour;minute;fail_fee;amount;3D_secured;encoded_PSP;encoded_card;encoded_weekday;current_number_of_try
14704;15;21;7;1;205;1;3;1;6;0
46329;22;21;59;1;354;0;3;0;2;3
17687;20;0;21;2;218;1;1;2;1;0
30743;4;7;21;0;394;0;2;2;5;1
8122;7;23;11;1;269;1;3;1;5;2
37025;11;6;24;1;224;0;3;2;5;1
7600;7;10;52;0;198;0;2;1;5;0
10422;10;11;39;1;448;1;3;0;0;0
37133;11;9;32;1;185;0;3;1;5;1
45729;22;2;36;0;231;0;2;2;2;0
10741;10;20;52;2;179;0;1;1;0;1
3303;2;19;4;1;74;0;3;2;4;0
6342;6;4;28;0;306;1;2;0;1;0
47345;24;10;20;1;240;0;3;2;1;1
14402;15;13;10;3;249;0;0;2;6;2
923;0;17;33;2;102;1;1;2;5;1
23744;27;23;0;0;185;0;2;0;1;0
3601;3;1;43;0;190;0;2;1;0;0
22526;26;5;59;1;217;0;3;0;3;3
3875;3;7;58;1;143;0;3;1;0;2
6868;6;17;52;1;210;0;3;1;1;7
39992;14;17;10;0;56;1;2;1;0;1
7028;6;21;7;1;80;0;3;2;1;2
26889;0;13;30;1;469;0;3;0;0;0
4346;3;19;11;0;40;0;2;1;0;1
27677;1;6;58;1;71;0;3;0;2;2
45840;22;6;4;0;414;1;2;0;2;4
42145;17;14;47;1;94;0;3;0;1;0
8541;8;10;11;0;241;0;2;1;6;0
6006;5;18;56;3;155;0;0;0;3;0
13920;14;22;51;1;274;0;3;1;5;0
40689;15;14;56;0;41;1;2;0;2;0
40035;14;18;13;3;94;0;0;1;0;0
13466;14;10;30;2;260;0;1;1;5;2
16780;18;14;18;0;261;0;2;0;2;0
30779;4;8;12;2;193;0;1;1;5;1
2625;2;4;21;0;285;0;2;1;4;3
11749;12;6;54;1;110;0;3;0;3;0
40443;15;7;19;3;136;0;0;2;2;1
31790;5;7;27;1;60;1;3;2;6;0
42147;17;14;56;1;171;0;3;1;1;1
33017;6;12;7;2;68;0;1;1;4;0
46186;22;17;41;1;252;1;3;1;2;3
20747;23;16;30;1;406;0;3;0;4;1
40976;16;0;28;0;299;1;2;2;3;0
22476;26;3;52;1;200;0;3;0;3;1
42482;18;0;32;1;305;0;3;2;5;6
21013;24;0;32;2;172;0;1;1;0;0
31594;5;2;30;2;241;0;1;1;6;0
14935;16;3;22;2;240;0;1;2;4;1
14875;16;1;41;1;43;0;3;2;4;1
14957;16;3;48;1;99;0;3;1;4;0
26822;0;12;19;1;123;0;3;2;0;0
32896;6;9;21;2;81;0;1;1;4;0
45864;22;7;0;1;18;0;3;0;2;2
5784;5;11;30;1;194;0;3;1;3;0
48073;25;7;21;1;120;0;3;1;5;1
43755;19;13;38;1;279;0;3;0;6;0
14261;15;8;51;1;293;1;3;0;6;4
7989;7;19;53;2;335;0;1;1;5;0
34216;7;19;13;1;19;0;3;1;0;3
37616;11;21;37;0;180;1;2;0;5;2
2357;1;23;13;3;150;0;0;1;6;4
42128;17;14;13;0;210;0;2;2;1;1
17561;19;18;57;1;195;0;3;1;3;0
1398;1;3;16;1;280;0;3;1;6;4
16470;18;4;3;1;174;0;3;1;2;1
31189;4;17;3;0;81;0;2;1;5;1
19546;22;5;16;1;207;1;3;0;6;0
12662;13;14;20;3;7;0;0;1;1;1
9279;9;5;26;2;177;0;1;1;4;0
36616;10;20;16;1;326;0;3;0;1;2
46577;23;7;50;2;10;0;1;2;3;0
46675;23;11;56;1;138;1;3;2;3;3
18925;21;10;37;1;231;1;3;2;5;1
38545;12;21;37;2;135;0;1;2;6;0
37709;11;23;59;3;399;1;0;1;5;0
40382;15;5;3;0;276;1;2;1;2;0
38796;13;4;55;1;128;1;3;2;4;0
19487;22;3;1;1;39;0;3;1;6;0
470;0;9;19;1;217;0;3;2;5;0
36198;10;10;9;2;15;0;1;1;1;1
17555;19;18;37;0;182;1;2;1;3;0
48734;26;0;50;3;287;0;0;2;6;3
9038;8;23;7;1;215;0;3;1;6;0
21669;24;22;27;1;2;1;3;1;0;0
28829;2;11;18;1;287;0;3;1;3;0
42250;17;17;40;0;164;0;2;2;1;1
29494;3;3;53;0;300;0;2;1;1;2
39274;13;19;15;1;300;0;3;1;4;2
38836;13;5;55;0;293;0;2;2;4;0
7969;7;19;24;1;380;0;3;0;5;1
39508;14;2;28;0;172;0;2;1;0;2
21581;24;19;43;1;36;0;3;1;0;0
13556;14;12;40;1;463;0;3;0;5;1
30592;4;3;50;0;222;0;2;2;5;1
46183;22;17;39;1;252;1;3;1;2;0
29567;3;5;13;1;184;0;3;2;1;0
14773;15;22;56;1;165;0;3;2;6;2
47655;24;19;50;1;46;0;3;0;1;0
26684;0;9;31;1;263;0;3;0;0;0
3643;3;2;40;2;62;1;1;2;0;0
9724;9;17;35;3;238;1;0;0;4;2
50176;27;19;20;1;191;0;3;1;4;1
13966;15;0;7;2;141;0;1;1;6;0
27096;0;18;1;2;256;0;1;1;0;0
8501;8;9;7;1;212;0;3;1;6;0
32938;6;10;22;2;243;0;1;0;4;1
9392;9;8;47;2;198;0;1;1;4;1
3248;2;18;9;1;451;1;3;1;4;0
8913;8;19;57;1;226;1;3;0;6;0
44875;20;22;8;0;347;0;2;2;4;0
10427;10;11;55;2;218;1;1;1;0;0
25442;29;22;54;0;232;1;2;0;6;0
25577;30;3;20;1;58;0;3;1;4;0
26268;30;23;55;1;189;1;3;1;4;0
25836;30;10;57;2;140;0;1;1;4;0
31162;4;16;34;1;199;1;3;1;5;1
10072;10;2;1;0;94;0;2;1;0;0
45165;21;7;44;1;108;0;3;2;0;0
33346;6;20;51;1;190;0;3;2;4;4
29335;3;0;23;1;141;0;3;1;1;0
11948;12;14;25;0;227;0;2;0;3;3
30550;4;3;3;0;389;0;2;1;5;0
181;0;3;31;1;56;0;3;1;5;3
9206;9;3;21;2;28;1;1;0;4;1
11562;11;23;49;1;120;0;3;0;2;0
46048;22;13;23;2;231;0;1;2;2;1
31981;5;11;45;0;342;1;2;1;6;2
10823;10;23;31;0;262;1;2;1;0;0
1143;0;21;45;0;247;1;2;2;5;0
16468;18;4;1;0;78;0;2;2;2;0
19736;22;10;25;1;181;0;3;1;6;0
49825;27;8;43;1;178;0;3;1;4;0
38202;12;12;18;0;37;0;2;0;6;0
37990;12;6;56;0;94;0;2;2;6;0
38464;12;19;11;1;167;0;3;0;6;1
11708;12;5;46;1;197;1;3;2;3;0
37469;11;18;16;0;202;0;2;2;5;2
30800;4;8;46;1;194;0;3;2;5;1
13431;14;9;49;1;115;0;3;2;5;2
39990;14;17;8;2;146;0;1;2;0;0
30778;4;8;11;0;193;0;2;1;5;0
1008;0;19;5;1;19;0;3;2;5;0
33663;7;4;33;1;19;0;3;2;0;4
37414;11;17;7;0;160;0;2;0;5;0
13118;14;2;6;0;323;0;2;0;5;0
42046;17;12;2;1;343;1;3;1;1;3
8147;7;23;45;2;130;0;1;0;5;3
49062;26;10;38;1;415;1;3;1;6;1
43547;19;7;42;1;66;1;3;1;6;0
19386;21;23;57;0;77;1;2;1;5;0
10612;10;17;22;0;171;0;2;1;0;0
28986;2;15;15;1;329;0;3;2;3;2
10308;10;8;17;2;105;0;1;1;0;0
29996;3;14;38;1;337;0;3;2;1;1
36761;10;23;52;0;149;0;2;1;1;0
30437;4;0;54;2;245;0;1;1;5;0
40436;15;7;8;2;326;0;1;2;2;0
20285;23;2;17;0;142;0;2;1;4;1
42816;18;9;41;1;310;0;3;2;5;3
20944;23;22;22;1;132;0;3;1;4;0
35330;9;6;34;0;101;0;2;1;3;1
36099;10;7;55;1;285;1;3;1;1;1
33951;7;11;55;1;415;0;3;2;0;1
13082;14;1;11;1;96;0;3;1;5;0
50321;27;23;35;1;117;0;3;2;4;1
34139;7;17;26;1;149;0;3;1;0;2
4285;3;17;45;2;175;0;1;1;0;0
33264;6;18;45;0;135;0;2;2;4;0
39636;14;6;37;2;94;1;1;1;0;0
37682;11;23;25;0;271;0;2;1;5;0
45059;21;3;45;0;323;0;2;2;0;0
1623;1;7;48;1;259;0;3;1;6;0
46239;22;19;30;1;321;0;3;1;2;1
44061;19;22;0;1;23;0;3;0;6;0
8134;7;23;26;1;187;0;3;1;5;0
47616;24;18;40;1;171;0;3;1;1;1
9737;9;17;54;0;28;0;2;0;4;0
49999;27;14;9;0;120;0;2;1;4;0
7609;7;11;1;0;341;0;2;2;5;0
47498;24;14;52;1;194;0;3;0;1;4
34513;8;3;50;0;41;1;2;0;2;0
42125;17;14;9;0;125;1;2;2;1;1
35498;9;13;0;0;181;1;2;2;3;0
32142;5;15;15;2;105;0;1;1;6;1
2877;2;9;36;2;146;0;1;0;4;3
23455;27;14;25;1;256;0;3;1;1;0
42770;18;8;38;1;335;1;3;1;5;1
44515;20;10;48;1;210;0;3;2;4;0
34793;8;12;21;0;92;0;2;1;2;2
29115;2;18;20;2;67;0;1;2;3;2
6110;5;22;34;1;217;0;3;1;3;1
49299;26;17;42;1;105;0;3;0;6;1
4919;4;9;37;3;100;0;0;0;2;1
30079;3;16;16;1;122;1;3;0;1;0
22919;26;22;38;1;130;0;3;0;3;1
37366;11;15;52;1;20;0;3;1;5;2
29930;3;13;14;1;206;0;3;1;1;0
16311;17;22;39;1;81;0;3;1;0;2
10178;10;4;48;1;178;0;3;0;0;0
41148;16;7;5;1;157;0;3;0;3;0
36807;11;1;8;1;186;0;3;2;5;1
3704;3;4;9;0;20;0;2;1;0;0
39842;14;13;22;0;67;0;2;0;0;6
32285;5;19;4;0;252;0;2;1;6;0
23715;27;22;1;1;186;1;3;1;1;3
18479;20;21;57;2;62;1;1;0;1;0
47513;24;15;13;2;136;0;1;0;1;0
31742;5;6;13;1;134;0;3;2;6;0
24556;28;21;17;2;214;1;1;1;5;1
31628;5;3;25;1;283;0;3;1;6;0
2259;1;21;7;2;133;0;1;0;6;1
1335;1;2;5;1;374;1;3;2;6;0
44375;20;6;21;2;209;0;1;0;4;1
13484;14;10;52;1;172;0;3;2;5;0
9232;9;3;58;2;232;0;1;2;4;0
38996;13;10;36;1;305;0;3;1;4;0
46544;23;6;21;2;239;1;1;2;3;0
25171;29;15;19;2;159;0;1;2;6;0
11235;11;11;43;1;373;0;3;1;2;3
47723;24;21;39;1;243;0;3;2;1;0
2453;2;0;54;1;28;0;3;1;4;0
16776;18;14;7;1;24;0;3;1;2;0
42627;18;4;45;1;148;0;3;1;5;1
42792;18;9;13;2;27;0;1;1;5;4
46914;23;21;59;0;205;1;2;1;3;0
44124;19;23;36;1;26;0;3;1;6;0
37370;11;15;57;1;189;1;3;1;5;1
31496;5;0;26;1;37;0;3;1;6;0
35791;9;23;48;0;188;1;2;0;3;2
13360;14;7;59;1;76;1;3;1;5;2
29302;2;23;20;0;212;0;2;2;3;0
45939;22;9;47;0;142;0;2;1;2;0
5038;4;12;58;1;88;0;3;1;2;0
50290;27;22;38;0;220;0;2;1;4;0
30900;4;10;49;3;163;0;0;2;5;0
47213;24;6;55;3;348;0;0;2;1;0
42881;18;11;43;1;181;0;3;1;5;0
35847;10;1;1;2;355;0;1;0;1;1
19660;22;8;13;0;220;0;2;0;6;1
36086;10;7;33;0;210;0;2;1;1;2
24068;28;8;14;2;164;0;1;1;5;1
29151;2;19;20;3;354;0;0;1;3;0
4400;3;20;32;0;125;0;2;2;0;1
29496;3;3;55;2;232;1;1;0;1;1
16695;18;11;30;1;96;0;3;2;2;0
38250;12;13;39;1;152;0;3;1;6;0
11165;11;9;22;1;211;0;3;1;2;0
30364;3;22;43;1;196;0;3;1;1;0
8672;8;13;34;1;430;1;3;1;6;1
31741;5;6;11;1;437;0;3;0;6;2
46468;23;2;50;2;241;1;1;0;3;0
40307;15;2;25;1;257;1;3;1;2;0
27311;0;22;44;1;201;1;3;0;0;0
3833;3;7;2;2;84;1;1;2;0;1
34956;8;17;49;1;227;1;3;1;2;1
49749;27;6;36;1;173;0;3;1;4;0
42428;17;22;59;2;207;0;1;1;1;0
10059;10;1;37;1;216;0;3;1;0;0
22960;26;23;56;2;329;0;1;0;3;0
27815;1;11;1;1;178;0;3;1;2;0
36088;10;7;34;1;210;0;3;1;1;4
38994;13;10;28;0;277;0;2;1;4;0
17534;19;17;50;3;299;1;0;1;3;1
35642;9;17;51;1;43;0;3;1;3;2
30207;3;19;12;1;352;0;3;1;1;0
37175;11;10;51;0;141;0;2;1;5;0
1284;1;0;41;1;124;0;3;1;6;1
15951;17;11;47;2;103;0;1;1;0;0
46585;23;8;11;2;169;0;1;1;3;0
24181;28;11;22;1;334;1;3;1;5;0
38443;12;18;47;1;270;0;3;0;6;0
15071;16;7;24;1;283;0;3;0;4;0
18894;21;9;37;0;219;0;2;1;5;0
17856;20;5;8;2;410;0;1;2;1;0
1023;0;19;24;0;72;0;2;2;5;0
27577;1;4;39;0;375;0;2;1;2;1
15724;17;4;4;2;123;0;1;1;0;1
35957;10;4;13;1;221;0;3;1;1;0
29586;3;5;36;1;123;0;3;2;1;0
7275;7;3;22;1;137;0;3;2;5;1
24305;28;14;41;1;200;0;3;1;5;0
44774;20;18;34;0;354;0;2;0;4;2
34243;7;19;58;1;148;1;3;2;0;0
13153;14;3;8;1;142;0;3;1;5;0
24753;29;2;50;3;146;1;0;1;6;0
18670;21;3;33;0;114;0;2;0;5;0
42342;17;20;34;2;176;0;1;0;1;0
6197;6;1;1;2;264;0;1;0;1;0
21026;24;0;45;0;102;1;2;1;0;0
13501;14;11;11;1;142;0;3;1;5;1
26891;0;13;32;1;253;0;3;0;0;1
30555;4;3;10;1;71;0;3;1;5;2
20589;23;11;30;1;249;0;3;1;4;0
4160;3;15;0;1;273;1;3;1;0;4
48711;26;0;9;1;166;1;3;1;6;0
17202;19;5;9;1;310;0;3;0;3;0
30577;4;3;34;0;136;0;2;1;5;2
41251;16;11;52;1;201;0;3;0;3;0
21100;24;2;54;2;195;1;1;1;0;0
23441;27;14;1;1;314;0;3;1;1;0
2633;2;4;33;1;199;1;3;2;4;2
26471;0;4;30;1;30;0;3;0;0;0
32622;6;2;33;2;243;0;1;1;4;1
27400;1;0;39;1;184;0;3;1;2;0
9137;9;1;36;0;156;0;2;2;4;0
31773;5;7;0;1;164;0;3;1;6;0
12223;13;1;35;2;55;0;1;0;1;1
4178;3;15;19;1;44;0;3;1;0;3
44343;20;5;28;0;312;1;2;2;4;0
49222;26;15;16;0;226;0;2;0;6;4
31341;4;20;42;1;253;0;3;1;5;0
550;0;10;33;1;227;1;3;0;5;5
38917;13;8;9;1;116;0;3;1;4;0
43910;19;18;11;1;250;0;3;1;6;1
17710;20;1;7;1;89;1;3;1;1;1
21755;25;1;12;2;376;0;1;1;2;0
42338;17;20;26;1;162;0;3;0;1;0
46263;22;20;22;0;216;0;2;1;2;1
48808;26;2;58;3;167;0;0;1;6;0
20565;23;10;30;3;241;0;0;1;4;1
24850;29;5;16;1;119;0;3;2;6;0
49522;27;0;2;1;186;0;3;1;4;0
14095;15;4;13;3;196;0;0;1;6;0
42402;17;22;12;2;317;1;1;1;1;0
4949;4;10;23;1;289;1;3;1;2;1
41985;17;10;24;1;290;0;3;1;1;2
3316;2;19;18;2;273;0;1;2;4;0
11771;12;7;34;1;219;0;3;0;3;0
48805;26;2;52;1;4;0;3;1;6;0
12589;13;12;4;2;217;0;1;1;1;4
18111;20;12;8;0;128;0;2;1;1;0
24979;29;9;36;1;83;0;3;2;6;0
20736;23;16;10;1;134;0;3;2;4;1
48815;26;3;21;0;199;0;2;0;6;0
43502;19;6;37;1;242;0;3;1;6;1
44253;20;3;6;1;176;1;3;2;4;3
25889;30;12;41;2;207;0;1;2;4;0
6237;6;1;50;1;139;1;3;1;1;0
20088;22;20;14;1;297;0;3;1;6;0
37024;11;6;24;0;224;0;2;2;5;0
3524;2;23;47;1;255;0;3;1;4;0
21726;25;0;15;0;205;0;2;1;2;3
17179;19;4;16;3;209;0;0;0;3;0
13040;14;0;18;0;132;0;2;1;5;3
7571;7;10;9;3;189;0;0;1;5;2
24919;29;7;31;2;275;0;1;1;6;0
15118;16;8;43;0;65;0;2;2;4;1
11605;12;1;45;2;35;0;1;1;3;1
30343;3;22;12;1;270;0;3;1;1;5
41484;16;19;25;1;214;0;3;1;3;0
10343;10;9;2;1;98;0;3;1;0;3
42063;17;12;35;2;33;0;1;2;1;0
44047;19;21;45;1;372;0;3;2;6;0
39917;14;15;20;1;365;0;3;1;0;0
34861;8;14;42;1;41;0;3;1;2;0
3719;3;4;38;1;145;0;3;1;0;1
6355;6;4;43;2;274;0;1;1;1;0
6521;6;9;16;1;252;0;3;1;1;0
9288;9;5;58;1;140;0;3;2;4;0
36172;10;9;32;3;219;0;0;0;1;0
23628;27;19;40;1;124;0;3;1;1;1
30295;3;21;14;0;169;1;2;2;1;0
2284;1;21;37;1;304;0;3;1;6;0
40601;15;12;21;1;204;0;3;1;2;1
30648;4;5;5;1;177;0;3;0;5;2
26938;0;14;39;1;193;1;3;0;0;2
3503;2;23;17;1;122;1;3;1;4;1
12414;13;7;26;2;224;0;1;1;1;0
33222;6;17;45;3;197;1;0;1;4;0
32564;6;1;6;0;161;0;2;1;4;0
39039;13;11;54;1;218;0;3;1;4;0
32554;6;0;53;1;172;0;3;2;4;1
13713;14;17;16;0;130;0;2;1;5;0
22069;25;13;3;1;141;0;3;0;2;1
42253;17;17;47;1;175;0;3;0;1;0
26530;0;5;48;0;4;0;2;1;0;0
10252;10;6;47;1;255;0;3;0;0;0
44696;20;15;53;1;339;0;3;2;4;2
24608;28;22;40;0;96;1;2;1;5;0
40146;14;21;16;1;30;0;3;1;0;3
19055;21;14;48;2;204;0;1;1;5;1
3287;2;18;47;0;127;1;2;1;4;0
8661;8;13;14;1;144;0;3;1;6;0
5394;4;23;24;1;93;0;3;1;2;0
49828;27;8;51;2;200;0;1;1;4;1
31409;4;22;19;1;41;0;3;1;5;0
28714;2;8;26;1;208;0;3;1;3;0
4159;3;14;59;2;273;1;1;1;0;3
1240;0;23;33;1;36;0;3;2;5;2
26262;30;23;45;1;23;0;3;2;4;1
267;0;5;7;1;205;0;3;1;5;1
28828;2;11;15;0;95;1;2;0;3;0
33664;7;4;37;3;126;0;0;2;0;0
40320;15;2;53;2;239;0;1;1;2;0
26416;0;3;16;1;261;0;3;1;0;0
8091;7;22;27;1;154;1;3;2;5;2
36359;10;13;49;1;191;0;3;1;1;0
41201;16;9;31;1;257;0;3;0;3;1
33452;6;23;18;1;207;0;3;0;4;1
40246;15;0;28;1;220;0;3;1;2;0
17582;19;19;44;1;99;0;3;1;3;0
7611;7;11;3;1;220;0;3;0;5;1
30263;3;20;31;2;119;0;1;1;1;3
20084;22;20;6;1;211;0;3;2;6;0
6543;6;9;51;3;327;0;0;1;1;2
27308;0;22;39;1;72;1;3;1;0;1
32429;5;22;21;3;404;0;0;1;6;0
6860;6;17;47;2;18;1;1;2;1;1
36716;10;22;51;2;475;0;1;1;1;4
34786;8;12;10;1;157;0;3;2;2;4
12024;12;17;30;3;317;0;0;1;3;0
46060;22;13;47;1;115;0;3;1;2;1
18746;21;5;55;2;156;1;1;1;5;3
42447;17;23;35;1;298;0;3;1;1;1
22822;26;18;35;1;116;0;3;1;3;0
10250;10;6;42;1;282;0;3;1;0;0
14128;15;5;13;3;113;0;0;0;6;1
22799;26;17;28;3;394;0;0;1;3;0
48349;25;14;2;2;99;0;1;1;5;1
19972;22;16;57;3;151;1;0;1;6;0
39193;13;16;56;1;217;0;3;0;4;2
22874;26;20;40;1;110;1;3;2;3;0
19872;22;14;6;1;282;0;3;1;6;0
41411;16;16;48;3;29;1;0;1;3;0
41291;16;13;20;1;193;0;3;2;3;3
27711;1;7;55;1;178;1;3;2;2;0
9398;9;9;4;1;95;0;3;1;4;0
26731;0;10;29;0;322;0;2;1;0;0
39021;13;11;19;1;261;0;3;1;4;0
36535;10;18;12;3;195;1;0;1;1;1
28698;2;7;48;1;166;1;3;1;3;0
48892;26;5;27;1;319;0;3;1;6;0
46651;23;10;58;1;144;0;3;1;3;1
42513;18;1;28;0;43;0;2;0;5;0
12680;13;14;50;1;14;0;3;2;1;2
9562;9;13;23;1;239;0;3;1;4;1
41990;17;10;39;2;213;1;1;1;1;0
7080;6;22;19;1;154;0;3;1;1;0
34556;8;5;15;0;188;0;2;1;2;0
12556;13;10;45;1;284;0;3;0;1;0
32898;6;9;22;2;81;0;1;1;4;2
36338;10;13;14;0;377;0;2;1;1;1
48071;25;7;17;1;109;0;3;2;5;0
17051;18;23;4;1;372;0;3;2;2;1
11986;12;15;54;1;85;0;3;2;3;0
12477;13;8;52;2;112;0;1;1;1;3
4029;3;11;31;2;367;0;1;0;0;2
8049;7;21;29;3;158;0;0;1;5;1
48048;25;6;36;2;398;0;1;2;5;2
30889;4;10;33;1;41;0;3;0;5;4
43376;19;2;32;1;37;0;3;1;6;1
11296;11;13;38;1;393;0;3;1;2;0
16231;17;19;58;1;171;0;3;0;0;1
43844;19;15;57;2;37;0;1;2;6;0
48783;26;2;7;1;75;1;3;2;6;0
22265;25;20;44;1;34;0;3;0;2;0
17518;19;17;11;1;246;0;3;1;3;0
33883;7;10;16;1;153;0;3;0;0;2
19428;22;1;16;1;194;0;3;1;6;0
20825;23;18;57;1;166;0;3;1;4;0
26719;0;10;12;1;41;0;3;1;0;6
19711;22;9;47;2;311;0;1;2;6;2
17432;19;13;17;0;310;0;2;2;3;0
40185;14;22;23;0;176;0;2;2;0;2
40904;15;21;38;0;313;0;2;1;2;0
11247;11;12;3;0;213;0;2;1;2;1
47109;24;4;4;0;164;0;2;1;1;2
11489;11;20;32;0;203;0;2;1;2;0
46912;23;21;53;0;94;0;2;1;3;0
34327;7;22;16;1;168;0;3;1;0;1
2149;1;19;13;1;249;0;3;1;6;0
3614;3;1;58;0;94;0;2;1;0;0
33777;7;7;6;1;14;1;3;1;0;2
35379;9;8;7;0;169;1;2;1;3;0
43865;19;16;43;2;19;0;1;1;6;1
12141;12;22;49;1;137;0;3;1;3;2
2374;1;23;26;1;155;1;3;1;6;0
19979;22;17;5;1;113;1;3;1;6;1
22978;27;0;32;2;293;0;1;2;1;2
18906;21;10;4;0;231;0;2;2;5;0
2097;1;17;55;1;155;0;3;1;6;0
39547;14;3;52;2;182;0;1;1;0;0
12429;13;7;54;2;211;0;1;2;1;2
22132;25;15;19;1;88;0;3;1;2;1
31760;5;6;41;0;65;0;2;1;6;0
10037;10;1;3;1;92;0;3;1;0;0
4764;4;5;49;0;118;1;2;1;2;0
1410;1;3;27;1;146;0;3;1;6;2
39273;13;19;14;1;300;0;3;1;4;1
48970;26;7;54;1;212;0;3;1;6;0
26126;30;19;35;0;50;0;2;0;4;0
10007;10;0;20;1;13;0;3;1;0;6
16584;18;7;39;0;449;0;2;1;2;0
48686;25;23;30;1;322;0;3;1;5;0
10802;10;22;51;2;166;0;1;0;0;0
45546;21;19;55;1;333;0;3;0;0;0
226;0;4;26;1;158;1;3;1;5;0
2474;2;1;25;1;86;1;3;0;4;0
46762;23;15;24;3;353;1;0;2;3;2
14411;15;13;24;1;186;0;3;1;6;0
5128;4;15;17;0;31;0;2;2;2;0
10337;10;8;54;0;204;0;2;1;0;1
50094;27;16;50;0;217;0;2;2;4;0
25967;30;15;5;1;229;1;3;2;4;3
22575;26;8;7;1;322;0;3;1;3;1
25478;30;0;7;1;42;1;3;1;4;1
8628;8;12;17;0;60;0;2;2;6;0
36177;10;9;38;1;327;1;3;1;1;1
2949;2;11;4;0;189;0;2;2;4;0
1174;0;22;28;0;40;0;2;1;5;0
7901;7;17;38;1;194;0;3;2;5;0
11449;11;18;59;0;210;0;2;0;2;0
21441;24;14;23;0;174;0;2;0;0;0
40782;15;17;29;1;43;1;3;1;2;0
20757;23;16;53;3;52;0;0;2;4;0
2891;2;9;53;1;300;0;3;1;4;1
17831;20;4;25;2;224;0;1;2;1;0
45816;22;5;29;1;147;1;3;1;2;1
40400;15;5;46;1;29;1;3;1;2;2
48759;26;1;28;1;249;0;3;1;6;0
34729;8;10;40;0;268;0;2;0;2;0
25648;30;5;23;2;108;0;1;1;4;2
34689;8;9;16;1;152;1;3;1;2;0
19107;21;16;14;0;239;0;2;1;5;0
20033;22;18;44;0;81;1;2;2;6;2
43482;19;5;45;0;286;1;2;1;6;0
29719;3;8;37;1;214;0;3;1;1;0
23080;27;3;33;0;385;0;2;1;1;0
14606;15;18;53;1;213;0;3;1;6;0
23270;27;9;35;0;26;0;2;2;1;1
42393;17;21;56;1;257;0;3;0;1;0
31071;4;14;42;1;69;0;3;1;5;0
18668;21;3;30;2;70;0;1;1;5;0
41418;16;17;7;0;141;0;2;0;3;0
37026;11;6;24;0;224;0;2;2;5;2
35698;9;20;4;1;221;1;3;2;3;0
6551;6;10;3;1;118;0;3;1;1;0
22818;26;18;21;1;341;0;3;2;3;0
11119;11;7;58;1;37;0;3;1;2;0
23577;27;18;6;0;164;0;2;0;1;0
37739;12;0;51;2;171;0;1;1;6;0
35193;9;1;26;0;75;1;2;0;3;0
1698;1;9;35;0;221;0;2;0;6;0
44872;20;22;5;0;141;0;2;2;4;0
45397;21;14;57;1;327;0;3;2;0;2
5549;5;4;21;0;248;0;2;0;3;0
26968;0;15;31;0;94;0;2;2;0;1
36581;10;19;27;0;223;0;2;1;1;3
7656;7;12;25;0;390;0;2;0;5;0
26030;30;16;50;0;171;0;2;2;4;0
40521;15;9;52;1;266;0;3;0;2;0
11799;12;8;45;1;235;0;3;2;3;1
38804;13;5;7;1;318;0;3;1;4;3
45763;22;3;43;1;237;0;3;2;2;1
47487;24;14;44;1;194;0;3;0;1;2
42430;17;23;2;1;212;0;3;1;1;0
39252;13;18;36;2;286;1;1;0;4;1
31267;4;18;53;1;237;0;3;1;5;1
15153;16;9;41;1;85;0;3;0;4;1
31354;4;20;49;0;256;1;2;1;5;2
34495;8;3;19;0;256;0;2;1;2;0
29199;2;20;28;1;226;0;3;2;3;1
47982;25;4;47;1;229;0;3;2;5;1
32040;5;12;58;1;128;0;3;2;6;3
27194;0;20;12;0;57;1;2;1;0;0
18221;20;15;34;1;381;0;3;1;1;0
6036;5;20;2;0;209;1;2;1;3;0
24769;29;3;6;1;393;0;3;1;6;1
1497;1;5;37;1;157;0;3;1;6;1
11823;12;9;55;1;154;0;3;1;3;0
45039;21;3;8;2;64;0;1;1;0;0
30325;3;21;49;1;158;0;3;1;1;0
49235;26;15;40;1;130;0;3;1;6;3
38147;12;10;53;1;294;1;3;1;6;0
15673;17;2;10;1;317;1;3;1;0;2
3282;2;18;42;1;38;0;3;2;4;0
16900;18;18;17;1;261;0;3;2;2;0
34109;7;16;51;2;324;0;1;1;0;0
25747;30;8;7;1;45;0;3;1;4;0
48226;25;10;56;1;226;0;3;1;5;2
19345;21;22;45;2;57;0;1;1;5;2
46752;23;15;10;1;272;0;3;2;3;1
39566;14;4;24;1;144;1;3;1;0;2
36732;10;23;8;1;223;0;3;0;1;3
750;0;14;14;0;105;0;2;2;5;0
47888;25;2;2;1;227;0;3;1;5;1
37689;11;23;37;1;269;0;3;1;5;1
22400;26;1;15;0;181;0;2;1;3;0
19358;21;23;3;0;367;1;2;0;5;0
18377;20;19;29;0;162;0;2;1;1;0
32057;5;13;18;1;246;0;3;2;6;0
26629;0;8;6;1;202;0;3;2;0;2
311;0;6;20;1;140;0;3;1;5;2
29221;2;21;18;2;66;0;1;2;3;0
19092;21;15;50;1;241;0;3;1;5;0
46709;23;13;9;1;316;0;3;2;3;0
41069;16;3;52;2;256;0;1;1;3;1
4665;4;2;56;0;181;0;2;0;2;2
35979;10;4;49;1;295;1;3;2;1;1
48060;25;7;5;3;241;0;0;2;5;0
17837;20;4;31;2;86;1;1;1;1;3
1696;1;9;30;0;95;0;2;1;6;0
7416;7;6;46;0;180;0;2;2;5;0
12986;13;22;40;1;289;0;3;1;1;0
